,account_id,account_name,ad_id,area,area_name,area_v2,category,category_name,image,latitude,longitude,location,list_id,list_time,price,region_name,rooms,size,street_name,subject,type,ward_name
0,25617600,Bon,148725292,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/bvNlp63w45h4irNytzZ8OTD2mO7oqRpQanecsHcOr5E/preset:listing/plain/49f00168b9f14b710487637989153bec-2876380753218616902.jpg,10.7733,106.7003,"10.7733,106.7003",108832494,1714788004214.0,128000000000.0,Tp Hồ Chí Minh,3.0,32.0,Đường Trần Khắc Chân,"Bán nhà hẽm ôtô 94/8 Trần Khắc Chân ,Quận 1 ( Chủ nhà)",s,Phường Tân Định
1,12197730,Thanh Mỹ,151686180,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/_1mpTUDZadgvUGqahsrAqDOQWGKS6uIv-r5OmpbV2n4/preset:listing/plain/b42a332970b1db452a37aa64126367be-2850457406462965334.jpg,10.7932,106.69117,"10.7932,106.69117",111367540,1714787910000.0,7100000000.0,Tp Hồ Chí Minh,3.0,32.0,Trần Khắc Chân,Bán Nhà Hẻm Xe Hơi Trần Khắc Chân Thông Ra Hoàng Sa P.Tân Định Q.1,s,Phường Tân Định
2,12197730,Thanh Mỹ,148333651,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/VhFwiSgromhPjEs7yAeobMqEExpuWZ9TLhCW7gXpgDs/preset:listing/plain/588ee4161a425f177544d91900a2958f-2835809678789867135.jpg,10.760445,106.69152,"10.760445,106.69152",108500488,1714787901000.0,12000000000.0,Tp Hồ Chí Minh,6.0,64.0,Đường Trần Ðình Xu,Bán Nhà Trệt + 4 lầu Hẻm 35 Trần Đình Xu P.Cầu Kho Q.1,s,Phường Cầu Kho
3,12197730,Thanh Mỹ,155646059,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/dXzBSDHQY0YjEIgd9SOIUc-GkpMSjrzbBxPXQznwOGE/preset:listing/plain/40444335486315f68ff2f25a8e414ad5-2870276503845814498.jpg,10.758,106.6886,"10.758,106.6886",114771348,1714787890000.0,7100000000.0,Tp Hồ Chí Minh,4.0,48.0,Nguyễn Cảnh Chân,Bán Nhà Nguyễn Cảnh Chân P.Cầu Kho Q.1,s,Phường Cầu Kho
4,3510954,Hoàng Dương,148754019,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/Tc-H1ud5MgEnwuotE07aVZTfOfMNGj-nmm_wQtWxrJE/preset:listing/plain/f87b5777cc36038f87f2421a10eedc0b-2837651165787024193.jpg,10.767,106.6873,"10.767,106.6873",108857288,1714787121000.0,14500000000.0,Tp Hồ Chí Minh,1.0,86.0,Đường Cống Quỳnh,"Cần tiền bán căn nhà HXH Cống Quỳnh, Q1, 86m2 giá chỉ 14,5 tỷ",s,Phường Nguyễn Cư Trinh
5,3510954,Hoàng Dương,155658096,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/0bf4Cb0QMbS-gL1Iym8Lbxcnu6fo3L4TdIKslWS3R9c/preset:listing/plain/8c946d98a0b489ac0ec360b156e178c7-2870303609895131921.jpg,10.7622,106.6886,"10.7622,106.6886",114781821,1714787117000.0,12200000000.0,Tp Hồ Chí Minh,4.0,52.0,Trần Đình Xu,"Bán rẻ! Nhà  4 tầng  (4x13,5) HXH Trần Đình Xu",s,Phường Nguyễn Cư Trinh
6,15097873,Trần Ngọc,156894778,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/QLKg-sRRSn1JvIBiyWHRV-adfezSgnL1Vd2YyTIuXSI/preset:listing/plain/ca193fed1075013a7190872b43a9adda-2875655231581611139.jpg,10.7917,106.6931,"10.7917,106.6931",115841345,1714787107040.0,5500000000.0,Tp Hồ Chí Minh,3.0,29.0,Đường Nguyễn Phi Khanh,"Nhà Q1, ô tô đỗ cửa, 3 lầu + sân thượng, Giá 5,5 tỷ TL",s,Phường Tân Định
7,31103,Trần trung Hiếu,156370746,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/Wm3tp_feCuP-flNGGBoLhmeWUmlC7Pg_vvN5GQOuRHc/preset:listing/plain/5e54b88cbfe57f33b967015422f52be3-2873346195804145570.jpg,10.7676,106.6943,"10.7676,106.6943",115394421,1714786788000.0,130000000000.0,Tp Hồ Chí Minh,11.0,154.0,Đường Bùi Viện,"Bán Khách Sạn 27-29 BÙI VIỆN, P.PNL, Q1. DT 8x20m, HHMG",s,Phường Phạm Ngũ Lão
8,31103,Trần trung Hiếu,156728693,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/WBx7O_eyxEyiS3cmqb1Bu3XbPzuOqFzg29kpWy5vsKo/preset:listing/plain/70a3f3abaed34f64b5eae9b13cab81c9-2874923251994059459.jpg,10.7952,106.6911,"10.7952,106.6911",115699420,1714786709000.0,24500000000.0,Tp Hồ Chí Minh,5.0,82.5,Đường Hoàng Sa,"Nhà 4 tầng MTKD Hoàng Sa, Q1. DT 5.5x15m, nở hậu",s,Phường Tân Định
9,25708399,Oanh Võ,154926171,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/-zxyywQowSCPzNTzDmAAS-zc2dxU20fHuau0E_nk5rg/preset:listing/plain/224994ae5973d0d8532a7424cdfed0c9-2867224114360407612.jpg,10.7676,106.6943,"10.7676,106.6943",114148817,1714786165000.0,3390000000.0,Tp Hồ Chí Minh,2.0,40.2999,Bùi Viện,"Nhà tồn trước tết | Bùi Viện, Quận 1 | 40m2 Giá 3,39 Tỷ, SHR, tặng NT",s,Phường Phạm Ngũ Lão
10,26859429,Nguyễn Thành,157060976,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/NIEPKjhOJsX9_rUjEGQfX2cMDoxM6CvKBaJdHqkRjOw/preset:listing/plain/0be41162c43a0fd788485609754e847a-2876670892410954223.jpg,10.7605,106.6954,"10.7605,106.6954",115983515,1714785623001.0,1300000000.0,Tp Hồ Chí Minh,1.0,10.0,Đường Võ Văn Kiệt,HÀNG HIẾM 👉👉 CHÍNH CHỦ bán nhà Võ Văn Kiệt - 2 tầng,s,Phường Cô Giang
12,11864047,huỳnh sĩ,154391605,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/yhWImFOoOLp-fqHBlK6BCLABnaBOV1rW6tEcNTssYc4/preset:listing/plain/d45f25a6d97ddb84d526be758368cb2b-2863167407092455835.jpg,10.7904,106.6996,"10.7904,106.6996",113688392,1714785570000.0,30000000000.0,Tp Hồ Chí Minh,8.0,85.0,Mai Thị Lựu,Bán Gấp MT Mai Thị Lựu P.ĐaKao Quận 1 4x22m 5 tầng HĐT 100tr Giá 30 tỷ,s,Phường Đa Kao
13,11864047,huỳnh sĩ,152922344,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/_6ylwu4VwmEkf630x4hiG8Kcu8JVPFaY1JVJ-ftETmQ/preset:listing/plain/512304c47216411081c9383aa27f7296-2855920854680427973.jpg,10.7712,106.6908,"10.7712,106.6908",112426121,1714785560000.0,26000000000.0,Tp Hồ Chí Minh,11.0,42.0,Đường Lê Thị Riêng,Bán nhà MT Lê Thị Riêng P.Bến Thành Quận 1 4x14m 7 tầng 26 tỷ,s,Phường Bến Thành
14,719442,phatdammekinhdoanh,156271740,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/QlylcO0s_8MLJzLOkWItZtuffVa3JhxY2MZfcVdJzLM/preset:listing/plain/dca4d5b53e0550aeb19f9ae578ae6e22-2872903556691536057.jpg,10.7712,106.6897,"10.7712,106.6897",115309043,1714784285000.0,18500000000.0,Tp Hồ Chí Minh,2.0,55.0,Bùi Thị Xuân,Bán nhà 2MT đường Bùi Thị Xuân P.BT Q1 dt: 6m x 10m 1 lầu giá 18 tỷ 5,s,Phường Bến Thành
15,26848191,Hồ Thị Dung ,157111466,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/3FZ2bGeeJ169LZdoc6Vyu7BJT12V8mXRQ-ZPBbBPu5k/preset:listing/plain/6e0bf818debaa85be8c4f6b9578bcadf-2876928441439862342.jpg,10.7926,106.6973,"10.7926,106.6973",116026444,1714783309000.0,25000000000.0,Tp Hồ Chí Minh,2.0,111.0,Đường Nguyễn Văn Giai,Nhà ở - kinh doanh tốt quận 1,s,Phường Đa Kao
16,11317659,Văn Quý,138666219,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/LKzkrKr5p9FduVinwnXVRQm7sg0h4GuOzI1bk9MZH3I/preset:listing/plain/4ef3b627b486ba120a43969538cfc05a-2796352503622712584.jpg,10.77958,106.70488,"10.77958,106.70488",100424431,1714777543000.0,38000000000.0,Tp Hồ Chí Minh,4.0,109.0,8A Thái Văn Lung,Nhà 3 lầu 6x18m. Mt Thái Văn Lung.P.Bến Nghé.Q.1,s,Phường Bến Nghé
17,11317659,Văn Quý,150654837,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/uPBVlhhnVv3b4fRey-BNPWey8D4MxMJvkrfXImvW-RA/preset:listing/plain/6dbc6b28c2ff71dbd871711d925f6326-2846003605484750446.jpg,10.770073,106.691475,"10.770073,106.691475",110484874,1714777320000.0,20500000000.0,Tp Hồ Chí Minh,5.0,75.0,Nguyễn Trãi,"Nhà 4L DT 5x15m Nguyễn Trãi,Q.1, Giá 20.5 tỷ",s,Phường Bến Thành
18,21303844,MR MINH,156527079,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/QAx7cRxTJfF1IVqpxHR00A5Z4VTw_dPtqG3i6NkhWf8/preset:listing/plain/0c7991bc2b0c9bb65f3b8191a3c0474a-2874038118314926602.jpg,10.7622,106.6884,"10.7622,106.6884",115527596,1714751779007.0,4700000000.0,Tp Hồ Chí Minh,3.0,36.0,Đường Trần Ðình Xu,"Bán nhà chợ hẻm 137/41/ Trần Đình Xu Phường Nguyễn Cư Trinh, Q1",s,Phường Nguyễn Cư Trinh
20,10963640,Cá nhân ,155778903,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/fGMwg5oSwP7n7iqjr4Qsd5mdZd7SN8kAXuD8CgBa-nk/preset:listing/plain/4b4e87e7d5d65c4710bedf903caa66e0-2870771472421792064.jpg,10.7777,106.707,"10.7777,106.707",114885635,1714745321000.0,9000000000.0,Tp Hồ Chí Minh,2.0,74.0,đường Tôn Đức Thắng,BÁN LỖ CĂN HỘ VINHOME BASON GOLDEN RIVER 2PN 2WC VIEW ĐẸP TẦNG CAO,s,Phường Bến Nghé
21,10963640,Cá nhân ,155778746,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/63iK08q6BlgfllLcsqWBZ7rRVJqNJNvqAUiAwy0ssRg/preset:listing/plain/69b4af04d77fd1d82d620b3232ffdf7c-2870771113958425760.jpg,10.7579,106.6887,"10.7579,106.6887",114885506,1714745316000.0,10500000000.0,Tp Hồ Chí Minh,3.0,117.0,"608 Võ Văn Kiệt, Phường Cầu Kho, Quận 1, TP.HCM",BÁN LỖ 1 TỶ CĂN ZENITY 3PN 3WC 117M2 NỘI THẤT TỰ ĐECORE NGỌAI NHẬP,s,Phường Cầu Kho
22,25728741,Nguyen Thanh Phong,154880862,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/ru1BgcBW8VMsJ_Uhm4QDlvpj5jJ8h5JvioppnQIk1-o/preset:listing/plain/f274c38dcbac3e617be491d89ecafaad-2866980771463923929.jpg,10.7579,106.6887,"10.7579,106.6887",114109582,1714743092000.0,12200000000.0,Tp Hồ Chí Minh,3.0,116.0,Mỹ Đình,Chỉ 20 suất Căn hộ Q1. Giá 100tr. Nhà Full NT 5 sao. Cho thuê ngay,s,Phường Cầu Kho
23,913890,PHẠM HẬU,155663871,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/6sTTDrNcN-XUsJ3MTfLRYq9D6hYvyJcjMKJpqiZYyZ0/preset:listing/plain/837c92545122d18c633643a829eeb471-2870316300857893542.jpg,10.792,106.6927,"10.792,106.6927",114786862,1714743047000.0,40000000000.0,Tp Hồ Chí Minh,11.0,137.0,Trần Quang Khải,"Bán giải quyết Bank, tòa nhà Hầm 6 tầng 8x17m ngay Trần Quang Khải Q1",s,Phường Tân Định
25,11317659,Văn Quý,154465649,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/h6nsG-hcTGDbMLelEBjapZnt2QRk5IQsgqIAdqRAqPA/preset:listing/plain/9743e388437d562466497c5b93654061-2863631442863031260.jpg,10.7927,106.6997,"10.7927,106.6997",113751703,1714742799000.0,200000000000.0,Tp Hồ Chí Minh,11.0,660.0,Điện Biên Phủ,Tòa BUIIDING 15x27 MT Điện Biên Phủ.Q.1.Giá 200 tỷ,s,Phường Đa Kao
26,26774521,Huynh Nga,157105839,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/KIgcCpbgiJ9oKBtrUQoK4pDdPCuhsXS_9tTXmmE03s8/preset:listing/plain/6decb0fdc3e217c1ea7d0b421a4193ee-2876859249197008312.jpg,10.7662,106.6939,"10.7662,106.6939",116021814,1714742718000.0,5900000000.0,Tp Hồ Chí Minh,2.0,61.0,Đường Trần Hưng Ðạo,Bán chung cư tầng trệt dãy chỉ có 1 lầu hẻm cụt Trần Hưng Đạo Q1,s,Phường Cô Giang
27,16797115,Thanh Hiền,152741209,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/ZrCwl3j5bHG1S88hjG3M5_5V0e1zE-c1O0QRSevGe1E/preset:listing/plain/cfe3b629de9c3373bb8f4f320fa300bd-2854940364380568791.jpg,10.7601,106.6912,"10.7601,106.6912",112270905,1714741042000.0,21000000000.0,Tp Hồ Chí Minh,4.0,88.0,Trần Đình Xu,"Bán Nhà HXH Trần Đình Xu , DT 4.1*22, 4 tầng Giá chỉ 21tỷ TL",s,Phường Cầu Kho
28,10085020,Minh Võ,156259413,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/VgQ0yHGF5538npdESwRgwkydTyP8e2PciffvrgBUMJg/preset:listing/plain/efd160880c8477a0ae55ab7d00c5b7f4-2872874622118434382.jpg,10.7681,106.6919,"10.7681,106.6919",115298268,1714740739000.0,14600000000.0,Tp Hồ Chí Minh,11.0,60.0,Phạm Ngũ Lão,Siêu Đầu Tư Thu Nhập 60tr 3 Tầng 4x15 Phạm Ngũ Lão Q1,s,Phường Phạm Ngũ Lão
29,4317587,phan hoàng long,156769299,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/0LyYdq8dSyJQ2CaXosuum1nOEtmZzlps9I9aBtlKocw/preset:listing/plain/d4d4810610627ed49a59312e54e5e732-2875099164086561493.jpg,10.7709,106.7054,"10.7709,106.7054",115734307,1714737549285.0,13800000000.0,Tp Hồ Chí Minh,11.0,60.0,Đường Hàm Nghi,THẬT 100% 13.8 tỷ HẺM 5m HÀM NGHI -Nguyễn Thái Bình 4x16m; 60m2 5 tầng,s,Phường Bến Nghé
30,25685872,Thiện,157071613,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/GGxl35e3QkHdfH0lOopnq-PyBS2Zzq2P9IYxPlxrs1U/preset:listing/plain/1f6eb2c5db24009970759e7b5d1e5a04-2876702951308960648.jpg,10.7558,106.6855,"10.7558,106.6855",115992603,1714735452703.0,9000000000.0,Tp Hồ Chí Minh,3.0,30.0,Đường Nguyễn Văn Cừ,BÁN NHÀ MẶT TIỀN - LÔ GÓC CẠNH CÔNG VIÊN - 4 TẦNG - NGUYỄN VĂN CỪ - Q1,s,Phường Cầu Kho
31,25672697,Gia Huy,155977944,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/CQ5hLfsGrJaW5r5QnSeNwIsBoyoQv49dDwPaF3OeM80/preset:listing/plain/5849bca70bb943a57018fd03ef4dc863-2871617986183822773.jpg,10.7676,106.6943,"10.7676,106.6943",115056720,1714733662000.0,8500000000.0,Tp Hồ Chí Minh,8.0,23.2,Đường Bùi Viện,BÁN NHÀ NGAY PHỐ BÙI VIỆN QUẬN 1 DTSD 160M2 - 5 TẦNG CHỈ 8.5 TỶ!!,s,Phường Phạm Ngũ Lão
32,23757572,Thành Công,156042362,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/WKFniBxWHiKnG0LiQ0OgHYVWfWnTwfn_H7CTzfE4PFs/preset:listing/plain/bf46fe61c28617f5ba495b47f08bc802-2871903604593510770.jpg,10.7676,106.6943,"10.7676,106.6943",115112090,1714733613000.0,8500000000.0,Tp Hồ Chí Minh,8.0,24.0,Đường Bùi Viện,"Thu Nhập 55tr/th Bán Gấp Góc 2MT Ngang 8m Hẻm Phố Tây Bùi Viện, 6 Tầng",s,Phường Phạm Ngũ Lão
33,955299,Spring,157101929,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/TYZdKqDn_yA0Qki8t3JcwQuVB3zQDsK7eUHg8hTReOg/preset:listing/plain/4c32488263ba8a8acc59ab689b4570b5-2876842536218141473.jpg,10.7623,106.6939,"10.7623,106.6939",116018510,1714732413000.0,5500000000.0,Tp Hồ Chí Minh,2.0,51.0,Cô Giang,"Căn hộ 2PN, quận 1, soho residence",s,Phường Cô Giang
34,352121,Hà NhadatLucky VIP,156961222,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/-A03uCToR6HpZ_v-3soCemayJhyGpVj7qEpu5bjkB6s/preset:listing/plain/8d26f508db35d13212ce6b9984d5bf64-2875970123257344157.jpg,10.76,106.6863,"10.76,106.6863",115898439,1714730620044.0,15200000000.0,Tp Hồ Chí Minh,8.0,67.0,Đường Nguyễn Cảnh Chân,Cần bán nhà mới xây đang làm nội thất ở Nguyễn Cảnh Chân Q1,s,Phường Nguyễn Cư Trinh
35,22725548,Tên chưa cung cấp,157023442,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/L5HCkmcbPJ9O2Di-ta6hgCh26tPkPx873aVHpwTZ9Rs/preset:listing/plain/1eb0938fafb80885403c16ebceafd06f-2876404881164410523.jpg,10.7903,106.6974,"10.7903,106.6974",115951594,1714730432945.0,6300000000.0,Tp Hồ Chí Minh,3.0,80.0,Đường Đinh Tiên Hoàng,"Sweet Home for"" sale """,s,Phường Đa Kao
36,14939168,Anh Diệu,157100337,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/mpdCTLTsJ4PF0E1KIKxLnzCl32JmPUhdGLU9UKCeQn8/preset:listing/plain/a0e9d7cbaf2a7f3447b1c96bf71e0201-2876836881736207911.jpg,10.7589,106.6842,"10.7589,106.6842",116017073,1714729030000.0,14500000000.0,Tp Hồ Chí Minh,3.0,58.0,Đường Nguyễn Văn Cừ,"BÁN NHÀ MẶT TIỀN TRƯỜNG SA, P.13, Q.3, 9,5mx6m, 14,5 tỷ",s,Phường Nguyễn Cư Trinh
37,5576861,Nguyễn Cao Hoàng,157100298,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/eNRBUSS5war2kVqe0164Mm27XxEEqwApZk0A6Zj73g4/preset:listing/plain/fcf048d20e9b5d42ba9700dab41e0541-2876837313590011774.jpg,10.7584,106.6871,"10.7584,106.6871",116017054,1714728997000.0,8000000000.0,Tp Hồ Chí Minh,2.0,42.0,Đường Trần Hưng Ðạo,"Bán nhà Góc 2 MT HXH Trần Hưng Đạo 3.5x12m, 2 Tầng chỉ 8 Tỷ",s,Phường Cầu Kho
38,1001446,Nguyễn Thế Bắc,157099748,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/pldLROoe7Q3JyN-bHoiDXHfAHuQ7zrqvkmrYyTZ_-Uk/preset:listing/plain/943cb8adadce062eff1cfd32a9524fd1-2876835837238280192.jpg,10.7953,106.6911,"10.7953,106.6911",116016612,1714727949000.0,4800000000.0,Tp Hồ Chí Minh,3.0,30.0,Đường Hoàng Sa,Bán nhà Hẻm xe hơi Hoang Sa Q1 - 5x10 4 tầng chỉ 4.8 tỷ Tl,s,Phường Tân Định
39,527934,Thành Đạt,157099726,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/kD1vyv2_lKO4Hei7wo9DVh_tYKjWQq0pjm_OoWEXHjU/preset:listing/plain/880f584c3b8cb12ea3ad2aeb36c2c12b-2876835415179539759.jpg,10.7777,106.7071,"10.7777,106.7071",116016595,1714727919000.0,13790000000.0,Tp Hồ Chí Minh,2.0,71.0,Tôn Đức Thắng,Cập nhật giỏ hàng căn hộ mới nhất tại Vinhomes Golden River T5/2024,s,Phường Bến Nghé
40,14116306,Châu Long,156968196,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/hc29hlI9bQlFI2wsNO_2ajJHGvOeWbtUyPSMlhT8uAA/preset:listing/plain/6ea3fcc314801d8716ad132549bf43ed-2876017519321272201.jpg,10.7903,106.6906,"10.7903,106.6906",115904236,1714725148043.0,4600000000.0,Tp Hồ Chí Minh,3.0,26.0,Đường Nguyễn Hữu Cầu,Bán Nhà Đẹp 4Tầng phường tân định Quận 1 Giá Tốt,s,Phường Tân Định
42,25902767,Vũ Vy,155256455,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/LhWg4j3fvckvT_8JmxEYCZBiy7Fpq0B38jq_yNvbAGk/preset:listing/plain/9410f5dea2e13986e689e1905792cac7-2868578328716990490.jpg,10.7677,106.6977,"10.7677,106.6977",114436158,1714724600000.0,22000000000.0,Tp Hồ Chí Minh,6.0,80.5,Nguyễn Thái Bình,"CẦN BÁN GẤP NHÀ ĐƯỜNG NGUYỄN THÁI BÌNH-Q1, DT:3.5x23m,TRỆT 3 LẦU, 22TỶ",s,Phường Nguyễn Thái Bình
44,16454520,Đinh Trung Kiên,146681966,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/7Io8FhfJ-PqDpBnmk19P5dvMpht2K3wUPIqwmN8Mx1Y/preset:listing/plain/e8c286dc174c551bc2cdb67bd2324ca1-2830124834743212828.jpg,10.7777,106.707,"10.7777,106.707",107106454,1714724164000.0,7100000000.0,Tp Hồ Chí Minh,2.0,68.0,Tôn Đức Thắng,BÁN CĂN 2PN 2WC VINHOMES GOLDEN RIVER BASON QUẬN 1 GIÁ TỐT,s,Phường Bến Nghé
45,20593161,Thuận Nguyễn ,157096833,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/eDnOUty9SjGjauBD--6Hy6bG0stWfW4hthWbBm1MRPM/preset:listing/plain/398fb96c18aa48568c2ebc29f9e06ffc-2876828179004243526.jpg,10.7579,106.6888,"10.7579,106.6888",116014105,1714723414000.0,7800000000.0,Tp Hồ Chí Minh,2.0,30.0,Đường Nguyen Canh Chan Street,HXH 8M TRẦN HƯNG ĐẠO CẦU KHO QUẬN,s,Phường Cầu Kho
46,253180,Ken,156274115,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/Np24DaD4J2JmqqNrQgBGUWo2oLWHSCHLfGmkgLhJpas/preset:listing/plain/7e22815f0050b119ac1bbdff6f8d03ff-2872909247134591256.jpg,10.768,106.6936,"10.768,106.6936",115311088,1714723211000.0,7900000000.0,Tp Hồ Chí Minh,3.0,30.0,Đề Thám,"Nhà hẻm Đề Thám, P Phạm Ngũ Lão, Quận 1, 3x9m, 3 lầu",s,Phường Phạm Ngũ Lão
47,15184746,Vinh Land,153685776,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/TgJ221JCr4By3FQ5RVNqS4a74PBsupsaYPVxABkuNUU/preset:listing/plain/8a61e99d2af88450d87a26f3e2321358-2859539627088160858.jpg,10.7639,106.6865,"10.7639,106.6865",113082330,1714722711000.0,15000000000.0,Tp Hồ Chí Minh,2.0,84.0,Nguyễn Trãi ,"Ngang : 8,5m / Không Lộ Giới / Hẻm Ôtô - 10m",s,Phường Nguyễn Cư Trinh
48,15184746,Vinh Land,153501463,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/zD0UwpzVU98lR8_Z483o0CAi91edD9ipPEFyD-ZKSng/preset:listing/plain/1bd36e52c15d89db4629ba8ab25eba33-2858543086321483924.jpg,10.7636,106.6865,"10.7636,106.6865",112924343,1714722691000.0,11990000000.0,Tp Hồ Chí Minh,4.0,61.2,Nguyễn Trãi,Nguyễn Trãi - Ngang 4 ( ko tóp ) - Ngay Bộ Công An,s,Phường Nguyễn Cư Trinh
49,15184746,Vinh Land,155534360,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/gGFRkW9YIUcTCwZq1YOo5698yhNnsawDrH5zcjfSO6A/preset:listing/plain/ebd77581adbddfdb4ccf3576d646d44f-2869760460189665424.jpg,10.7622,106.6886,"10.7622,106.6886",114675551,1714722592000.0,8900000000.0,Tp Hồ Chí Minh,2.0,53.7,Trần Ðình Xu,"Hẻm Ôtô Trước Nhà / gần Mặt Tiền - 53,7m2 Công Nhận",s,Phường Nguyễn Cư Trinh
50,12197730,Thanh Mỹ,157096147,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/S5YpRDEyAQzl8M0n7bAkzqKXWeyxubwc_F95EpUGMmA/preset:listing/plain/ed07be14fd0d24162032fb6162fe7a2e-2876826412730122240.jpg,10.7903,106.6906,"10.7903,106.6906",116013509,1714722393000.0,5600000000.0,Tp Hồ Chí Minh,3.0,28.0,Đường Nguyễn Hữu Cầu,Bán Nhà Sát Mặt Tiền Nguyễn Hữu Cầu P.Tân Định Q.1,s,Phường Tân Định
51,26957482,Vu Ngoc Lan Chau,157095831,96,Quận 1,13096,1010,Căn hộ/Chung cư,https://cdn.chotot.com/fJJ8dLkcNuZxqCt7XYNQpQAPAZQYEw2bsDfdE7EvMYM/preset:listing/plain/ef6602f468ad284bb86f085587526af7-2876825532773802888.jpg,10.7636,106.6855,"10.7636,106.6855",116013228,1714721938000.0,10000000000.0,Tp Hồ Chí Minh,1.0,56.7,Nguyễn Trãi,"Bán Căn Hộ Chung Cư Cao Cấp Quận 1, TP.HCM 1 PN",s,Phường Nguyễn Cư Trinh
52,16797115,Thanh Hiền,157095515,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/BwcQCkFrQZJSxdgBQkJknaUjDSN-6nDuAlxW6XVGCu8/preset:listing/plain/9917d51eb5049d86dc96a102a195d1cc-2876825699357429287.jpg,10.7585,106.6922,"10.7585,106.6922",116013111,1714721744000.0,12200000000.0,Tp Hồ Chí Minh,3.0,60.0,Đường Trần Ðình Xu,"HXH Trần Đình Xu Quận 1, DT 4*16, 60m2, Trệt 2 Lầu Giá chỉ 12.2 tỷ TL",s,Phường Cầu Kho
53,16797115,Thanh Hiền,152402539,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/DzrQW6DHHrvVlrnJgWpx1CcAe97TPj3yiCfodLfVd4k/preset:listing/plain/3548d2bed6f8c612f2510be9929171e4-2853601576110585868.jpg,10.7622,106.694,"10.7622,106.694",111981174,1714721648000.0,2350000000.0,Tp Hồ Chí Minh,2.0,12.0,Cô Giang,"Bán Nhà Hẻm 3m Cô Giang Quận 1 gần MT , Trệt 2 lầu , Giá 2.35 tỷ TL",s,Phường Cô Giang
54,16797115,Thanh Hiền,153947022,96,Quận 1,13096,1020,Nhà ở,https://cdn.chotot.com/eitAKUE_XIXdz70R5E1hcgO6SaUq2D23g-LhDIq4yvY/preset:listing/plain/50a434c945e4d7218e68712ce18fb2d7-2860749482788736962.jpg,10.765,106.6875,"10.765,106.6875",113307192,1714721637000.0,8500000000.0,Tp Hồ Chí Minh,3.0,35.0,Nguyễn Trãi,"HXH Nguyễn Trãi Q1 , DT 3,5*10 , Trệt 2 lầu ST Giá chỉ 8,5 tỷ TL",s,Phường Nguyễn Cư Trinh
